datetime,day of week,total,place,angbutter,plain bread,jam,americano,croissant,caffe latte,tiramisu croissant,cacao deep,pain au chocolat,almond croissant,croque monsieur,mad garlic,milk tea,gateau chocolat,pandoro,cheese cake,lemon ade,orange pound,wiener,vanila latte,berry ade,tiramisu,merinque cookies,,,,,,
9/18/2019,Wed,17500,소양동,,,,,,,,1,2,,,,,,,,,1,,,,,,,,,,,
9/18/2019,Wed,15300,후평 1동,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,
9/18/2019,Wed,14300,동면,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
9/18/2019,Wed,15300,후평 1동,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,
9/18/2019,Wed,17000,동면,,,,,1,,,,2,,,,1,,,,,,,,,,,,,,,,
9/18/2019,Wed,15500,신사우동,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,
9/18/2019,Wed,19600,후평 3동,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
9/19/2019,Thur,20000,석사동,,,,,,,2,,,1,,,,,,,,1,,,,,,,,,,,
9/19/2019,Thur,15300,후평 2동,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
9/19/2019,Thur,15300,후평 3동,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,
9/19/2019,Thur,20900,석사동,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9/19/2019,Thur,23300,퇴계동,1,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,
9/19/2019,Thur,71800,동면,11,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,
9/19/2019,Thur,15000,후평 1동,,1,,,,,,,,,,,,,,,,,2,1,,,,,,,,,
9/19/2019,Thur,23100,동면,2,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,
9/19/2019,Thur,15600,강남동,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/2019,Thur,30500,동면,,1,,1,,1,,,,,,,1,,,,,,,,1,,,,,,,,
9/19/2019,Thur,34600,석사동,2,1,,,2,,,1,1,,,,,,,,,1,,,,,1,,,,,,
9/19/2019,Thur,16000,동면,,,1,,,,,,1,1,,,,,1,,,,,,,,,,,,,,
9/20/2019,Fri,39700,퇴계동,4,,,,2,,,,2,,,,,,1,,,,,,,,,,,,,,
9/20/2019,Fri,16400,효자 2동,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/20/2019,Fri,19300,소양동,1,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,
9/20/2019,Fri,21000,후평 2동,,2,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,
9/20/2019,Fri,15100,효자 3동,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,
9/20/2019,Fri,14800,후평 1동,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
9/20/2019,Fri,40400,후평 1동,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/20/2019,Fri,18300,후평 1동,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
9/20/2019,Fri,18000,소양동,,,,,,,1,,,,,,,,,,,2,1,,,,,,,,,,
9/21/2019,Sat,17800,후평 2동,1,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,
9/21/2019,Sat,39300,후평 1동,1,,,,3,,,,3,,,,,,,,,1,1,,,,,,,,,,
9/21/2019,Sat,14000,조운동,,1,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,
9/21/2019,Sat,23600,후평 3동,1,,,,,,1,1,,,,,,1,1,,,,,,,,,,,,,,
9/21/2019,Sat,18300,효자 2동,1,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,
9/21/2019,Sat,21100,동면,1,,,,2,,,,1,,,,,1,,,,,,,,,,,,,,,
9/21/2019,Sat,17000,교동,,,,,1,,1,,,,,,,,1,,,,1,,,,,,,,,,
9/21/2019,Sat,15800,약사명동,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,
9/21/2019,Sat,17600,후평 1동,2,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,
9/21/2019,Sat,16100,후평 2동,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
9/21/2019,Sat,37900,퇴계동,2,1,1,,,,1,1,,,,,,1,1,,,1,,,,,,,,,,,
9/21/2019,Sat,18800,효자 2동,1,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,
9/21/2019,Sat,25100,신사우동,2,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,
9/21/2019,Sat,19300,후평 3동,1,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,
9/22/2019,Sun,14100,동면,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,
9/22/2019,Sun,30900,동내면,2,3,,,,,1,,,,,,,1,,,,,1,,,,,,,,,,
9/22/2019,Sun,14500,후평 2동,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,
9/22/2019,Sun,18600,동면,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
9/22/2019,Sun,14100,효자 1동,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
9/22/2019,Sun,17000,동면,,,,,2,,,,1,1,,,,,,,,,,,,,,,,,,,
9/22/2019,Sun,22300,효자 1동,1,1,,,2,,,,,,,,,,,,,,2,,,,,,,,,,
9/22/2019,Sun,34100,강남동,2,1,,,2,,,,2,,,,,,,,,,2,,,,,,,,,,
9/22/2019,Sun,17800,효자 1동,1,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,
9/22/2019,Sun,24300,후평 1동,1,,,,1,,,,4,,,,,,,,,,,,,,,,,,,,
9/22/2019,Sun,15300,조운동,1,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,
9/22/2019,Sun,14800,후평 2동,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
9/22/2019,Sun,21300,효자 3동,1,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,
9/22/2019,Sun,15100,퇴계동,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
9/22/2019,Sun,20000,동면,,,,,,,2,,,,,,,,1,,,1,,,,,,,,,,,
9/23/2019,Mon,16300,효자 2동,1,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,
9/23/2019,Mon,15800,효자 2동,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
9/23/2019,Mon,15000,후평 3동,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
9/23/2019,Mon,18300,동면,1,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,
9/23/2019,Mon,24600,후평 3동,2,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,
9/23/2019,Mon,16400,소양동,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/2019,Mon,24900,효자 3동,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
9/23/2019,Mon,20500,강남동,,,,,4,,1,,,,,,,,,,,,,,,,,,,,,,
9/23/2019,Mon,22300,효자 3동,1,1,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,
9/25/2019,Wed,14800,동면,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
9/25/2019,Wed,21500,동면,,,,,2,,,,1,,,,,,,,,,,2,,,,,,,,,
9/25/2019,Wed,49700,소양동,9,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
9/25/2019,Wed,26300,소양동,,1,,,,,1,,1,2,,,,1,,,,,,,,,,,,,,,
9/25/2019,Wed,17800,후평 2동,1,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
9/25/2019,Wed,17300,약사명동,1,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,
9/26/2019,Thur,14500,후평 1동,,,,1,1,,,,,,,,,,,,,,2,,,,,,,,,,
9/26/2019,Thur,24800,후평 2동,1,,,,,,,,,,,,,,,,,2,,1,1,,,,,,,,
9/26/2019,Thur,14800,동면,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
9/27/2019,Fri,21300,신사우동,1,,,1,,1,,,,,,,,,,,,,2,,,,,,,,,,
9/27/2019,Fri,15800,후평 1동,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,
9/27/2019,Fri,16400,동면,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/27/2019,Fri,19600,소양동,2,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
9/27/2019,Fri,16400,퇴계동,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/27/2019,Fri,14800,조운동,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
9/27/2019,Fri,36100,후평 2동,2,,,,3,,,,2,,,,1,,,,,,1,,,,,,,,,,
9/28/2019,Sat,28700,소양동,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/2019,Sat,14300,교동,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
9/28/2019,Sat,18000,동면,,1,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,
9/28/2019,Sat,21800,약사명동,1,1,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,
9/28/2019,Sat,21800,후평 3동,1,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,
9/28/2019,Sat,22100,퇴계동,2,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,
9/28/2019,Sat,41400,신사우동,3,,,,2,,2,2,,,,,,,,,,,,,,,,,,,,,
9/28/2019,Sat,14800,석사동,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,
9/28/2019,Sat,27100,후평 2동,1,,,1,1,,1,,,,,,1,1,,,,,,,,,,,,,,,
9/28/2019,Sat,25800,후평 2동,1,2,2,,,,,,,,,,,,,,,1,,1,,,,,,,,,
9/28/2019,Sat,20100,신사우동,2,,,,,,,,,,,,,,,,,,3,,,,,,,,,,
9/28/2019,Sat,15300,후평 1동,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,
9/28/2019,Sat,15800,후평 3동,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,
9/29/2019,Sun,24400,동면,2,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,
9/29/2019,Sun,18800,퇴계동,1,,,,1,,,,1,,,,,,,,,,2,,,,,,,,,,
9/29/2019,Sun,14800,후평 3동,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,
9/29/2019,Sun,17000,후평 2동,,,,,1,,,2,1,,,,,,,,,,,,,,,,,,,,
9/29/2019,Sun,23100,후평 2동,2,,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,
9/29/2019,Sun,17300,후평 1동,1,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,
9/29/2019,Sun,14800,동면,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,
9/29/2019,Sun,23800,조운동,1,,,,,,,,1,,,,1,,1,,,,,1,,,,,,,,,
9/29/2019,Sun,15300,신사우동,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
9/29/2019,Sun,15300,후평 1동,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2019,Sun,29900,효자 2동,3,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,
9/29/2019,Sun,19600,효자 2동,1,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,
9/29/2019,Sun,27800,강남동,1,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,
9/29/2019,Sun,14800,후평 3동,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,
9/30/2019,Mon,18600,동면,2,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,
9/30/2019,Mon,17300,강남동,1,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,
9/30/2019,Mon,18600,후평 3동,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2019,Mon,27600,퇴계동,2,,,,2,,1,,,,,,,,,,,1,,,,,,,,,,,
9/30/2019,Mon,15500,신사우동,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,
9/30/2019,Mon,16000,효자 1동,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,
10/2/2019,Wed,19300,석사동,1,,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
10/2/2019,Wed,15500,후평 3동,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,
10/2/2019,Wed,17000,후평 3동,,1,,,2,,,,,,,,,,,,,,,1,,,,,,,,,
10/2/2019,Wed,16000,후평 2동,,1,,,1,,,,2,,,,,,,,,,,,,,,,,,,,
10/2/2019,Wed,24500,동면,,2,1,,,,,,,,,,,,,,,2,2,,,,,,,,,,
10/2/2019,Wed,15000,동면,,1,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,
10/3/2019,Thur,17800,소양동,1,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,
10/3/2019,Thur,14300,후평 2동,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
10/3/2019,Thur,18300,후평 1동,1,1,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,
10/3/2019,Thur,16100,후평 2동,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
10/3/2019,Thur,22300,후평 1동,1,1,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,
10/3/2019,Thur,28300,후평 2동,1,2,2,,,,,,,,,,,,,,,1,,1,,,,,,,,,
10/3/2019,Thur,15800,조운동,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,
10/3/2019,Thur,14300,동내면,1,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,
10/3/2019,Thur,24000,후평 1동,,1,,,,,2,,,,,,,,,,,,2,1,,,,,,,,,
10/3/2019,Thur,18800,교동,1,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,
10/3/2019,Thur,19600,후평 1동,2,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,
10/3/2019,Thur,22800,소양동,1,,,,2,,,,,,,,,,1,,,,,1,,,,,,,,,
10/3/2019,Thur,14800,퇴계동,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,
10/3/2019,Thur,19300,효자 3동,,,,,,,1,,,1,,,,1,,,,1,,,,,,,,,,,
10/3/2019,Thur,21800,후평 2동,1,1,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,
10/3/2019,Thur,15400,후평 2동,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
10/3/2019,Thur,16000,신사우동,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,
10/4/2019,Fri,15100,후평 3동,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
10/4/2019,Fri,32900,교동,3,,,,,,,,,,,,,,2,,,,3,,,,,,,,,,
10/5/2019,Sat,31800,퇴계동,1,,,,1,,2,,1,1,,,,,,,,1,,,,,,,,,,,
10/5/2019,Sat,15300,동면,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,
10/5/2019,Sat,15800,효자 1동,1,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,
10/5/2019,Sat,15500,후평 1동,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,
10/5/2019,Sat,20900,소양동,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
10/6/2019,Sun,15800,석사동,,,,1,1,,,,,,,,,1,,,,,1,,,,,,,,,,
10/6/2019,Sun,21300,후평 2동,1,2,2,,,,,,,,,,,,,,,1,,,,,,,,,,,
10/6/2019,Sun,18300,효자 3동,1,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,
10/6/2019,Sun,15300,효자 3동,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,
10/6/2019,Sun,16300,소양동,1,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,
10/6/2019,Sun,25300,후평 3동,1,,,2,1,,,,2,,,,,,,,,,,,,,,,,,,,
10/6/2019,Sun,19300,소양동,1,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,
10/7/2019,Mon,19800,퇴계동,1,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,
10/7/2019,Mon,16100,효자 3동,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
10/7/2019,Mon,17300,후평 2동,1,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,
10/7/2019,Mon,15100,소양동,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,
10/7/2019,Mon,15600,후평 1동,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
10/7/2019,Mon,17300,신사우동,1,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
10/7/2019,Mon,16100,효자 2동,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
10/9/2019,Wed,14300,강남동,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
10/9/2019,Wed,16100,퇴계동,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
10/9/2019,Wed,14800,후평 2동,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
10/10/2019,Thur,15100,퇴계동,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2019,Thur,18300,동면,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,
10/10/2019,Thur,18600,후평 1동,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2019,Thur,68100,신사우동,7,,,,,,7,,,,,,,,,,,,,,,,,,,,,,
10/10/2019,Thur,16400,효자 2동,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2019,Fri,14800,강남동,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
10/11/2019,Fri,17300,동면,1,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,
10/11/2019,Fri,14800,후평 3동,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,
10/11/2019,Fri,15100,효자 2동,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,
10/11/2019,Fri,20800,후평 3동,1,1,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,
10/11/2019,Fri,15500,후평 1동,,,,1,,,,,,,,,,,,,,1,2,,,,,,,,,,
10/11/2019,Fri,14800,약사명동,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,
10/12/2019,Sat,20500,조운동,,,,,1,1,,,1,,,,,,,,,,1,,1,,,,,,,,
10/12/2019,Sat,15100,효자 3동,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2019,Sat,17300,후평 1동,1,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,
10/12/2019,Sat,15800,신사우동,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
10/12/2019,Sat,19300,조운동,1,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,
10/12/2019,Sat,23800,후평 1동,1,,,,1,,1,,,,,,,,,,,,,2,,,,,,,,,
10/12/2019,Sat,15300,교동,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
10/12/2019,Sat,26000,후평 2동,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/13/2019,Sun,14500,강남동,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,
10/13/2019,Sun,14500,후평 1동,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,
10/13/2019,Sun,22800,후평 2동,1,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,
10/13/2019,Sun,25800,석사동,,,,1,2,,,,,2,,,,1,,,,,,,,,,,,,,,
10/13/2019,Sun,15000,후평 2동,,1,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,
10/13/2019,Sun,18500,후평 1동,,1,,1,,,,1,,,,,,,,,,,2,,,,,,,,,,
10/13/2019,Sun,14800,동면,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,
10/13/2019,Sun,17300,후평 2동,,1,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,
10/13/2019,Sun,41100,효자 1동,2,2,,,,,2,,,,,,,,1,,,2,,,,,,,,,,,
10/13/2019,Sun,21500,석사동,,,,,,,,,1,,,,2,,1,,,,1,,,,,,,,,,
10/13/2019,Sun,15600,후평 3동,1,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,
10/13/2019,Sun,22800,동내면,1,1,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,
10/13/2019,Sun,21300,후평 2동,1,2,2,,,,,,,,,,,,,,,,,1,,,,,,,,,
10/13/2019,Sun,27600,후평 3동,1,,,2,,,,,,,,,,1,,,,1,,,1,,,,,,,,
10/14/2019,Mon,26000,소양동,,,,,2,1,,,1,,,,,,,,,1,,1,,,,,,,,,
10/14/2019,Mon,26900,동면,3,,,,,,,,3,,,,,,,,,,,,,,,,,,,,
10/14/2019,Mon,14800,후평 3동,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,
10/14/2019,Mon,14800,후평 2동,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,
10/14/2019,Mon,17300,후평 3동,1,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,
10/14/2019,Mon,14500,후평 3동,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,
10/14/2019,Mon,18300,후평 1동,1,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,
10/14/2019,Mon,16400,동면,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/14/2019,Mon,28500,소양동,,,,,,,2,1,,2,,,,,1,,,,,,,,,,,,,,
10/16/2019,Wed,22800,후평 2동,1,1,,,1,,,,,,,,,,1,,,,,1,,,,,,,,,
10/16/2019,Wed,28900,동면,3,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,
10/16/2019,Wed,15500,동면,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,
10/16/2019,Wed,22000,후평 1동,,,,,,,,,5,,,,,,,,,,1,,,,,,,,,,
10/16/2019,Wed,23300,퇴계동,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,,,
10/16/2019,Wed,20300,후평 2동,1,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,
10/16/2019,Wed,15600,소양동,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2019,Thur,14800,후평 1동,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,
10/17/2019,Thur,14800,조운동,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,
10/17/2019,Thur,15800,후평 1동,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,
10/17/2019,Thur,15300,효자 3동,1,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,
10/17/2019,Thur,18300,신사우동,1,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,
10/17/2019,Thur,24800,후평 1동,1,1,,,1,,1,1,,,,,,,,,,,1,,,,,,,,,,
10/17/2019,Thur,32300,소양동,1,1,1,,1,,1,,1,,,,,,,,,,,2,,,,,,,,,
10/17/2019,Thur,16300,후평 3동,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
10/17/2019,Thur,18600,근화동,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2019,Thur,15800,동면,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
10/18/2019,Fri,51900,퇴계동,8,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,
10/18/2019,Fri,17000,동면,,,,,2,,,,1,,,,,,,,,,,1,,,,,,,,,
10/18/2019,Fri,15300,후평 1동,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2019,Sat,15000,조운동,,1,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,
10/19/2019,Sat,29000,석사동,,,,2,1,,,,2,1,,,,,,,,,,,,,,,,,,,
10/19/2019,Sat,29100,퇴계동,2,1,,,2,,,,2,,,,,,,,,,,,,,,,,,,,
10/19/2019,Sat,16300,후평 2동,1,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,
10/19/2019,Sat,18000,효자 3동,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,
10/19/2019,Sat,15800,소양동,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
10/19/2019,Sat,18300,동면,1,,1,1,,,,,1,,,,,,,,,,1,,,,,,,,,,
10/19/2019,Sat,14800,소양동,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,
10/19/2019,Sat,14800,효자 2동,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
10/19/2019,Sat,15800,신사우동,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,
10/19/2019,Sat,15100,후평 2동,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,
10/20/2019,Sun,14800,퇴계동,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
10/20/2019,Sun,18600,후평 2동,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2019,Sun,19800,효자 1동,1,,,,2,,,,1,,,,,,,,,,1,,,,,,,,,,
10/20/2019,Sun,28100,동면,2,1,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,
10/20/2019,Sun,16300,신사우동,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
10/20/2019,Sun,17300,후평 2동,1,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2019,Sun,14300,석사동,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
10/20/2019,Sun,16400,효자 3동,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2019,Sun,35200,석사동,4,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,
10/20/2019,Sun,16100,후평 2동,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
10/20/2019,Sun,16400,동면,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2019,Mon,18300,동면,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
10/21/2019,Mon,16300,강남동,1,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,
10/21/2019,Mon,22800,동면,1,1,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,
10/21/2019,Mon,20800,효자 2동,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
10/21/2019,Mon,17300,강남동,1,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,
10/21/2019,Mon,28600,신사우동,2,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,
10/21/2019,Mon,47600,효자 2동,2,,,,,,5,,,,,,,,3,,,,,,,,,,,,,,
10/21/2019,Mon,33700,후평 2동,4,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,
10/21/2019,Mon,15800,소양동,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2019,Mon,14800,후평 3동,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,
10/21/2019,Mon,54700,동내면,9,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,
10/21/2019,Mon,16400,후평 1동,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/2019,Wed,15800,소양동,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
10/23/2019,Wed,17300,동면,1,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,
10/23/2019,Wed,23600,동면,2,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,
10/23/2019,Wed,14500,효자 2동,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,
10/24/2019,Thur,25300,동면,1,2,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,
10/24/2019,Thur,18800,동면,1,,,,1,,,,,,,,,,,,,1,,,,,1,,,,,,
10/24/2019,Thur,21800,후평 1동,1,,,,,,,,3,,,,,,,,,1,,,,,,,,,,,
10/24/2019,Thur,28300,소양동,1,,,2,,2,,,,,,,,,1,,,,,,,,,,,,,,
10/24/2019,Thur,26900,동면,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
10/24/2019,Thur,17300,후평 2동,1,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,
