datetime,day of week,total,place,angbutter,plain bread,jam,americano,croissant,caffe latte,tiramisu croissant,cacao deep,pain au chocolat,almond croissant,croque monsieur,mad garlic,milk tea,gateau chocolat,pandoro,cheese cake,lemon ade,orange pound,wiener,vanila latte,berry ade,tiramisu,merinque cookies,,,,,,
12/1/2019,Sun,22100,후평 3동,2,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
12/1/2019,Sun,14800,소양동,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,
12/1/2019,Sun,15300,동면,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
12/1/2019,Sun,15300,교동,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
12/1/2019,Sun,15300,동면,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,
12/1/2019,Sun,23100,신사우동,2,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
12/1/2019,Sun,23100,조운동,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2019,Sun,23000,효자 1동,,,,,1,,1,,1,,,,,,,,,,2,1,,,,,,,,,
12/1/2019,Sun,19000,후평 2동,,1,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,
12/1/2019,Sun,15800,퇴계동,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,
12/1/2019,Sun,20300,퇴계동,1,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,
12/1/2019,Sun,31100,후평 3동,2,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
12/1/2019,Sun,20800,후평 3동,1,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,
12/1/2019,Sun,18600,근화동,2,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,
12/1/2019,Sun,18300,동면,1,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,
12/2/2019,Mon,17500,동면,,1,,,1,,,,1,,,,,,,,,,2,,,,,,,,,,
12/2/2019,Mon,16100,후평 3동,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
12/2/2019,Mon,20600,신사우동,1,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,
12/2/2019,Mon,14800,후평 2동,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,
12/2/2019,Mon,22800,효자 2동,1,,,,1,,,,1,,,,2,,,,,,,,,,,,,,,,
12/2/2019,Mon,14300,효자 2동,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2019,Wed,20300,후평 3동,1,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,
12/4/2019,Wed,23300,동면,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,,,
12/4/2019,Wed,16600,신사우동,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
12/4/2019,Wed,35000,조운동,6,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
12/4/2019,Wed,17500,후평 2동,,1,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,
12/4/2019,Wed,14800,퇴계동,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2019,Wed,19600,효자 2동,2,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,
12/4/2019,Wed,16100,후평 3동,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
12/4/2019,Wed,16000,소양동,,,,,2,,,,,,,,,,,,,1,1,,,,,,,,,,
12/4/2019,Wed,15300,후평 1동,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,
12/4/2019,Wed,20500,소양동,,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,
12/5/2019,Thur,57700,석사동,4,,,,,,3,,4,,,,,,2,,,,,,,,,,,,,,
12/5/2019,Thur,15300,석사동,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
12/5/2019,Thur,16000,동면,,1,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,
12/5/2019,Thur,21800,동면,1,1,,,2,,1,,,,,,,,,,,,,,,,,,,,,,
12/5/2019,Thur,25000,동면,4,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
12/5/2019,Thur,14800,후평 1동,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
12/5/2019,Thur,36000,약사명동,5,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2019,Thur,15800,퇴계동,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,
12/6/2019,Fri,22100,효자 3동,2,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2019,Fri,14800,후평 1동,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
12/6/2019,Fri,20500,후평 2동,,,,,2,1,,,2,,,,,,,,,,,,,,,,,,,,
12/6/2019,Fri,13800,동면,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,
12/6/2019,Fri,14800,후평 1동,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
12/6/2019,Fri,20100,석사동,2,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,
12/6/2019,Fri,15000,후평 1동,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,
12/6/2019,Fri,16300,후평 1동,1,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,
12/6/2019,Fri,27500,신사우동,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2019,Fri,16300,강남동,1,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,
12/6/2019,Fri,13800,동면,,,1,1,,,,,,,,,,1,,,,1,,,,,,,,,,,
12/7/2019,Sat,17500,후평 2동,,,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,
12/7/2019,Sat,14800,퇴계동,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,
12/7/2019,Sat,16100,후평 2동,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
12/7/2019,Sat,14800,소양동,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,
12/7/2019,Sat,30800,석사동,1,1,,,1,,1,,1,,,,1,,,,,1,,,,,,,,,,,
12/7/2019,Sat,14500,후평 3동,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
12/7/2019,Sat,28600,후평 3동,3,1,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,
12/7/2019,Sat,13600,동면,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2019,Sat,19900,동면,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
12/7/2019,Sat,15100,후평 3동,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2019,Sun,17300,신사우동,1,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,
12/8/2019,Sun,27600,후평 2동,2,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,
12/8/2019,Sun,20500,신사우동,,,,,,,3,,,,,,,,,,,1,1,,,,,,,,,,
12/8/2019,Sun,18000,후평 2동,,1,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,
12/8/2019,Sun,15300,효자 2동,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,
12/8/2019,Sun,15300,석사동,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
12/8/2019,Sun,23000,후평 2동,1,1,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,
12/8/2019,Sun,22600,후평 1동,2,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2019,Sun,30600,동면,2,1,,,,1,2,1,,,,,,,,,,,,,,,,,,,,,
12/8/2019,Sun,20300,후평 3동,1,1,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,
12/8/2019,Sun,25400,효자 2동,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
12/8/2019,Sun,15800,석사동,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,
12/8/2019,Sun,15800,석사동,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,
12/8/2019,Sun,28100,후평 2동,2,,,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,
12/8/2019,Sun,17000,동면,,1,,1,,,,,,,,,,,,,,1,2,,,,,,,,,,
12/8/2019,Sun,18300,효자 3동,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2019,Sun,16100,동면,2,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,
12/8/2019,Sun,19800,효자 3동,1,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,
12/8/2019,Sun,25100,퇴계동,2,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,
12/8/2019,Sun,17100,석사동,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
12/9/2019,Mon,14800,효자 2동,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,
12/9/2019,Mon,33100,동면,2,,1,,2,,2,1,,,,,,,,,,,,,,,,,,,,,
12/9/2019,Mon,15300,후평 2동,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
12/9/2019,Mon,29800,퇴계동,1,,,1,,,1,,,,,,,,,,,1,,2,,,,,,,,,
12/9/2019,Mon,15800,동면,1,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,
12/9/2019,Mon,16600,석사동,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/2019,Mon,17100,석사동,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
12/11/2019,Wed,15300,강남동,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2019,Wed,15000,석사동,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
12/11/2019,Wed,22000,석사동,,,,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,
12/11/2019,Wed,18800,동면,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
12/11/2019,Wed,14000,후평 3동,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
12/11/2019,Wed,21500,후평 2동,,2,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,
12/11/2019,Wed,21500,동면,,1,,,,,1,,2,,,,,,,,,1,,,,,,,,,,,
12/11/2019,Wed,17300,동면,1,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,
12/11/2019,Wed,32000,소양동,,2,,,2,,,,2,,,,,,,,,2,,,,,,,,,,,
12/11/2019,Wed,14500,후평 3동,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2019,Wed,14300,후평 3동,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2019,Thur,29200,후평 1동,4,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
12/12/2019,Thur,14800,효자 3동,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
12/12/2019,Thur,22300,신사우동,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
12/12/2019,Thur,20600,근화동,2,1,2,,,,,,,,,,,,,,,,1,,,,,,,,,,
12/12/2019,Thur,23300,동면,1,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,
12/12/2019,Thur,17400,석사동,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2019,Thur,16300,근화동,1,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,
12/12/2019,Thur,16300,효자 2동,1,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
12/12/2019,Thur,19500,동면,,1,1,,,1,,,1,,,,,,,,,,,,1,,,,,,,,
12/12/2019,Thur,21800,동면,,,,,,,1,1,,,,,,1,,1,,,1,,,,,,,,,,
12/13/2019,Fri,21100,석사동,2,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
12/13/2019,Fri,16400,효자 2동,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/13/2019,Fri,22800,동면,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
12/13/2019,Fri,14800,동면,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
12/13/2019,Fri,16800,석사동,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
12/13/2019,Fri,14000,후평 2동,,1,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,
12/14/2019,Sat,40500,퇴계동,5,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
12/14/2019,Sat,17300,효자 2동,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,
12/14/2019,Sat,23800,후평 2동,1,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,
12/14/2019,Sat,18300,동면,1,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,
12/14/2019,Sat,19300,동면,1,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,
12/14/2019,Sat,15800,동면,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,
12/14/2019,Sat,16800,석사동,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,
12/15/2019,Sun,19300,효자 2동,1,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,
12/15/2019,Sun,26000,효자 1동,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/2019,Sun,15000,동면,,,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,
12/15/2019,Sun,14000,동면,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
12/15/2019,Sun,45400,동면,3,,,3,,2,,2,,,,,,,,,,,,,,,,,,,,,
12/15/2019,Sun,21800,신사우동,2,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,
12/15/2019,Sun,15300,효자 3동,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
12/15/2019,Sun,17100,석사동,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12/16/2019,Mon,15300,동면,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
12/16/2019,Mon,18900,조운동,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
12/16/2019,Mon,14100,후평 2동,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,
12/16/2019,Mon,14800,효자 2동,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,
12/16/2019,Mon,16800,동내면,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,
12/16/2019,Mon,14500,후평 1동,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
12/16/2019,Mon,20300,효자 3동,1,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,
12/16/2019,Mon,23600,근화동,3,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,
12/16/2019,Mon,19500,효자 2동,,,,,,1,1,1,,,,,,,,,,1,,,,,,,,,,,
12/18/2019,Wed,52800,석사동,5,,,,,,1,,1,,,,,1,,,,1,1,,,,,,,,,,
12/18/2019,Wed,14000,후평 3동,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
12/18/2019,Wed,19600,동면,2,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
12/18/2019,Wed,14100,동면,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
12/18/2019,Wed,19600,동면,2,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,
12/18/2019,Wed,15500,효자 3동,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
12/18/2019,Wed,19100,후평 2동,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
12/18/2019,Wed,51200,효자 2동,2,,,,2,,,,2,,,,,2,2,,,2,,,,,,,,,,,
12/19/2019,Thur,24800,동면,1,,,,2,,,1,1,,,,,,,,,,,,,,,,,,,,
12/19/2019,Thur,35300,석사동,1,1,,,1,,1,,2,,,,,,1,,,1,,,,,,,,,,,
12/19/2019,Thur,14300,효자 2동,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,
12/19/2019,Thur,15800,동면,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
12/19/2019,Thur,15600,후평 3동,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
12/19/2019,Thur,16400,후평 3동,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/19/2019,Thur,32500,동면,,1,1,,2,,1,,2,,,,1,,,,,,1,,,,,,,,,,
12/19/2019,Thur,14300,동면,,2,1,,,,,,,,,,,1,,,,,,,,,,,,,,,
12/19/2019,Thur,16600,소양동,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
12/20/2019,Fri,16800,석사동,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,
12/20/2019,Fri,16300,퇴계동,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
12/20/2019,Fri,21600,강남동,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
12/20/2019,Fri,19300,근화동,1,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,
12/20/2019,Fri,16800,석사동,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
12/20/2019,Fri,31100,석사동,2,2,,,2,,,,,,,,,,,,,1,,,,,,,,,,,
12/21/2019,Sat,15100,후평 3동,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,
12/21/2019,Sat,14800,효자 2동,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,
12/21/2019,Sat,19800,후평 2동,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,,
12/21/2019,Sat,15300,후평 1동,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
12/21/2019,Sat,25300,동면,1,,,2,,,,,1,1,,,,,,,,,1,,,,,,,,,,
12/21/2019,Sat,18500,후평 2동,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,
12/21/2019,Sat,20000,퇴계동,,1,,,1,,,1,1,,,,,,,,,,1,,,,,,,,,,
12/21/2019,Sat,15800,효자 3동,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
12/21/2019,Sat,18500,후평 1동,,,,,,,,1,1,,,,1,,,,,1,,,,,,,,,,,
12/21/2019,Sat,30900,효자 2동,2,,,,1,,,1,1,,,,,1,,,,1,,,,,,,,,,,
12/22/2019,Sun,14800,후평 3동,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,
12/22/2019,Sun,46000,동면,2,3,,,4,,,,,,,,,,1,,,1,1,,,,,,,,,,
12/22/2019,Sun,19300,동면,1,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,
12/22/2019,Sun,19300,석사동,1,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,
12/22/2019,Sun,15300,효자 2동,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
12/22/2019,Sun,16000,후평 2동,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/22/2019,Sun,20300,석사동,1,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,
12/22/2019,Sun,19300,후평 1동,1,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,
12/22/2019,Sun,19000,후평 1동,,,,,1,,1,,,,,,,,1,,,1,,,,,,,,,,,
12/22/2019,Sun,15000,효자 2동,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
12/22/2019,Sun,19600,효자 2동,2,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
12/23/2019,Mon,26100,석사동,2,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,
12/23/2019,Mon,23800,후평 2동,1,,,,,,1,2,,,,,1,,,,,,,,,,,,,,,,
12/23/2019,Mon,25600,동면,2,,,1,,,,,,,,,,,,1,,,2,,,,,,,,,,
12/23/2019,Mon,27300,후평 2동,1,,,2,1,,,,,,,,1,,,,,1,,,,,,,,,,,
12/23/2019,Mon,30300,신사우동,1,,,,,3,,,1,,,,1,,,,,,,,,,,,,,,,
12/23/2019,Mon,19500,퇴계동,,,,,1,,1,,1,,,,,,,,,,2,,,,,,,,,,
12/23/2019,Mon,14000,후평 1동,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,
12/24/2019,Tues,15300,동면,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
12/24/2019,Tues,21400,조운동,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
12/24/2019,Tues,19300,후평 1동,,,,,,,1,,,,,,,1,,1,,,,,,,1,,,,,,
12/25/2019,Wed,24100,동면,2,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,
12/25/2019,Wed,15300,후평 1동,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
12/25/2019,Wed,14800,소양동,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
12/25/2019,Wed,20000,교동,,,,1,,,1,,,,,,,,,1,,,,1,,,,,,,,,
12/25/2019,Wed,18300,후평 2동,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,
12/25/2019,Wed,17000,후평 2동,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,
12/26/2019,Thur,20500,효자 2동,,1,1,,,,1,,,,,,,,,,,1,,1,,,,,,,,,
12/26/2019,Thur,26600,석사동,2,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,
12/26/2019,Thur,14500,후평 3동,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,
12/26/2019,Thur,15600,교동,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
12/26/2019,Thur,15300,퇴계동,,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,,
12/27/2019,Fri,16300,효자 3동,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
12/27/2019,Fri,15800,조운동,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,
12/27/2019,Fri,15000,동면,,,,,1,,,,2,,,,,,,,,,1,,,,,,,,,,
12/28/2019,Sat,16100,소양동,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
12/28/2019,Sat,14800,효자 3동,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,
12/28/2019,Sat,17000,후평 3동,,1,2,,,,,1,,,,,,,,,,1,,,,,,,,,,,
12/28/2019,Sat,22300,후평 3동,1,,,,,,,1,,,,,,,2,,,,1,,,,,,,,,,
12/28/2019,Sat,20900,후평 1동,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
12/28/2019,Sat,35600,후평 1동,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2019,Sat,18800,후평 2동,1,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,
12/28/2019,Sat,21500,교동,,,,,3,1,1,,,,,,,,,,,,,,,,,,,,,,
12/28/2019,Sat,18800,동면,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
12/28/2019,Sat,22000,석사동,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,
12/28/2019,Sat,17000,퇴계동,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2019,Sat,21500,퇴계동,,2,,,,,1,,2,,,,,,,,,,,,,,,,,,,,
12/28/2019,Sat,24300,후평 2동,1,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,
12/28/2019,Sat,19300,후평 3동,1,,,,1,,,1,,,,,,,,,,,2,,,,,,,,,,
12/28/2019,Sat,58900,동면,3,2,,,4,,3,2,,,,,,,,,,,,,,,,,,,,,
12/28/2019,Sat,21100,동면,2,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,
12/29/2019,Sun,14000,조운동,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,
12/29/2019,Sun,15300,교동,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
12/29/2019,Sun,15300,동면,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,
12/29/2019,Sun,23900,후평 1동,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2019,Sun,14800,동면,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
12/29/2019,Sun,23800,효자 3동,2,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,
12/29/2019,Sun,19800,효자 3동,,1,1,,,,,,,,,,,1,,,,1,,1,,,,,,,,,
12/29/2019,Sun,14800,후평 3동,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,
12/29/2019,Sun,15800,효자 1동,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
12/29/2019,Sun,14800,동면,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,
12/29/2019,Sun,15000,후평 3동,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
12/29/2019,Sun,14000,후평 2동,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
12/29/2019,Sun,22800,동면,1,,,1,,,,1,1,,,,,,,,,,,1,,,,,,,,,
12/29/2019,Sun,25500,신사우동,,1,,1,,,,,,1,,,,,,,,1,2,,,,,,,,,,
12/30/2019,Mon,19800,동면,1,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,
12/30/2019,Mon,15300,석사동,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,
12/30/2019,Mon,91300,석사동,6,,,,,,6,,6,,,,,,2,,,,1,,,,,,,,,,
12/30/2019,Mon,53900,신사우동,3,1,,,4,,,,,2,,,,,,,,2,,,,,,,,,,,
12/30/2019,Mon,16100,효자 1동,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
12/30/2019,Mon,26100,퇴계동,2,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,
12/30/2019,Mon,15800,조운동,1,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,
1/2/2020,Thur,15000,석사동,,1,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,
1/2/2020,Thur,20300,동면,1,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,
1/2/2020,Thur,42900,퇴계동,3,,,,1,,,,,1,,,,,1,,,1,,,,,1,,,,,,
1/2/2020,Thur,16500,후평 3동,,1,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,
1/2/2020,Thur,14300,효자 2동,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2020,Thur,14800,후평 1동,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
1/2/2020,Thur,29300,효자 3동,1,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,
1/2/2020,Thur,17600,퇴계동,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2020,Thur,16500,후평 2동,,,,,1,,,1,2,,,,,,,,,,,,,,,,,,,,
1/2/2020,Thur,46900,신사우동,8,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
1/3/2020,Fri,21600,퇴계동,2,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,
1/3/2020,Fri,15500,소양동,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,
1/3/2020,Fri,20300,퇴계동,1,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
1/3/2020,Fri,16300,후평 3동,1,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,
1/3/2020,Fri,17300,후평 3동,1,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,
1/3/2020,Fri,17000,후평 3동,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,
1/3/2020,Fri,43100,효자 1동,2,,,,,,4,,,,,,,,2,,,1,,,,,,,,,,,
1/3/2020,Fri,18000,강남동,,1,,,2,,,,,,,,,,,,,1,,,,,,,,,,,
1/3/2020,Fri,16100,효자 2동,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
1/3/2020,Fri,17300,조운동,,1,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,
1/3/2020,Fri,15100,효자 2동,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,
1/3/2020,Fri,20600,후평 2동,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
1/4/2020,Sat,23800,동면,1,,,,,1,1,,1,,,,,,,,1,,,,,,,,,,,,
1/4/2020,Sat,14800,후평 3동,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
1/4/2020,Sat,24800,동내면,2,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,
1/4/2020,Sat,15300,후평 1동,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
